fund_name,category,fund_ytd,fund_1y,fund_3y,fund_5y,benchmark_name,benchmark_ytd,benchmark_1y,benchmark_3y,benchmark_5y,fund_mean,fund_std_dev,fund_Sharpe,fund_Sortino,fund_Beta,fund_Alpha,benchmark_mean,benchmark_std_dev,benchmark_Sharpe,benchmark_Sortino,fund_house,Type,Expense_ratio,AMC,Benchmark,Fund Manager,sector1_name,sector1_percent,sector2_name,sector2_percent,sector3_name,sector3_percent,Riskometer,Category,SubCategory
Canara Robeco ELSS Tax Saver Dir,Equity: ELSS,2.8,-1.95,15.31,21.37,BSE 500 TRI,2.84,-3.29,15.09,20.66,14.68,12.52,0.67,1.02,0.92,0.94,14.4,13.39,0.6,0.94,Canara Robeco Mutual Fund,Open-ended,"0.55%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,BSE 500 TRI,Shridatta Bhandwaldar,Financial,28.79,Industrials,14.67,Technology,11.79,Very High,Equity,ELSS
Canara Robeco Flexi Cap Dir,Equity: Flexi Cap,5.56,1.73,16.34,20.4,BSE 500 TRI,2.84,-3.29,15.09,20.66,15.5,12.28,0.75,1.14,0.9,1.89,14.4,13.39,0.6,0.94,Canara Robeco Mutual Fund,Open-ended,"0.54%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,BSE 500 TRI,Pranav Gokhale,Financial,28.42,Consumer Discretionary,13.8,Technology,12.7,Very High,Equity,Flexi Cap
Canara Robeco Infrastructure Dir,Equity: Thematic-Infrastructure,2.01,-1.15,24.78,32.63,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,23.82,17.48,1.0,1.5,0.58,6.23,25.88,24.31,0.8,1.54,Canara Robeco Mutual Fund,Open-ended,"1.00%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,BSE India Infrastructure TRI,Shridatta Bhandwaldar,Industrials,43.49,Energy & Utilities,21.99,Materials,12.03,Very High,Equity,Thematic-Infrastructure
Canara Robeco Large and Mid Cap Dir,Equity: Large & MidCap,2.93,2.3,17.69,22.52,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,16.6,13.63,0.75,1.05,0.98,2.88,13.75,13.11,0.57,0.8,Canara Robeco Mutual Fund,Open-ended,"0.56%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,NIFTY Large Midcap 250 TRI,Amit Nadekar,Consumer Discretionary,30.88,Financial,17.88,Technology,12.22,Very High,Equity,Large & MidCap
Canara Robeco Large Cap Dir,Equity: Large Cap,4.4,1.15,16.17,19.53,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.2,11.56,0.77,1.24,0.91,2.43,13.41,12.6,0.56,0.95,Canara Robeco Mutual Fund,Open-ended,"0.47%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,BSE 100 TRI,Shridatta Bhandwaldar,Financial,32.74,Technology,14.72,Consumer Discretionary,11.24,Very High,Equity,Large Cap
Canara Robeco Small Cap Dir,Equity: Small Cap,-4.03,-6.71,16.73,29.77,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,16.5,15.53,0.65,0.88,0.8,-1.51,20.97,18.9,0.77,1.19,Canara Robeco Mutual Fund,Open-ended,"0.47%
(As on 31-Aug-2025)",Canara Robeco Asset Management Company Ltd,NIFTY Smallcap 250 TRI,Pranav Gokhale,Industrials,22.57,Financial,21.16,Materials,12.76,Very High,Equity,Small Cap
CPSE ETF,Equity: Thematic-PSU,4.69,-10.21,34.2,37.49,BSE PSU TRI,1.33,-11.15,31.3,34.8,31.23,21.69,1.15,1.87,0.91,4.05,29.25,22.61,1.01,1.84,Nippon India Mutual Fund,Open-ended,"0.07%
(As on 31-Aug-2025)",Nippon Life India Asset Management Ltd.,NIFTY CPSE TRI,Jitendra Tolani,Energy & Utilities,64.01,Industrials,23.21,Materials,12.76,Very High,Equity,Thematic-PSU
DSP ELSS Tax Saver Dir,Equity: ELSS,1.38,-3.63,19.52,24.04,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.47,13.35,0.91,1.87,0.97,4.35,14.4,13.39,0.6,0.94,DSP Mutual Fund,Open-ended,"0.69%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY 500 TRI,Rohit Singhania,Financial,36.22,Technology,11.98,Healthcare,10.58,Very High,Equity,ELSS
DSP Flexi Cap Dir,Equity: Flexi Cap,1.57,-3.54,17.19,20.98,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.48,13.14,0.77,1.41,0.93,2.66,14.4,13.39,0.6,0.94,DSP Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY 500 TRI,Bhavin Gandhi,Financial,40.63,Technology,11.79,Healthcare,9.54,Very High,Equity,Flexi Cap
DSP Focused Dir,Equity: Flexi Cap,2.51,-3.26,17.53,19.34,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.57,13.49,0.76,1.41,0.91,2.9,14.4,13.39,0.6,0.94,DSP Mutual Fund,Open-ended,"0.94%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY 500 TRI,Bhavin Gandhi,Financial,35.45,Technology,13.04,Healthcare,9.21,Very High,Equity,Flexi Cap
DSP India T.I.G.E.R. Dir,Equity: Thematic-Infrastructure,-2.52,-7.28,26.83,33.34,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,25.09,17.83,1.05,1.47,0.6,7.03,25.88,24.31,0.8,1.54,DSP Mutual Fund,Open-ended,"0.74%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,BSE India Infrastructure TRI,Rohit Singhania,Industrials,26.31,Materials,17.78,Energy & Utilities,15.74,Very High,Equity,Thematic-Infrastructure
DSP Large Cap Dir,Equity: Large Cap,4.14,-0.22,18.06,19.49,BSE 100 TRI,4.46,-1.7,14.08,19.28,16.84,11.44,0.92,1.82,0.87,4.36,13.41,12.6,0.56,0.95,DSP Mutual Fund,Open-ended,"0.88%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,BSE 100 TRI,Abhishek Singh,Financial,43.36,Consumer Discretionary,12.87,Energy & Utilities,10.37,Very High,Equity,Large Cap
DSP Large & Mid Cap Dir,Equity: Large & MidCap,1.02,-4.57,20.08,23.22,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,19.04,13.64,0.93,1.65,0.98,5.26,13.75,13.11,0.57,0.8,DSP Mutual Fund,Open-ended,"0.63%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY Large Midcap 250 TRI,Nilesh Aiya,Financial,32.1,Technology,11.96,Healthcare,11.2,Very High,Equity,Large & MidCap
DSP Midcap Dir,Equity: Mid Cap,0.36,-2.98,18.95,20.43,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,18.51,16.22,0.75,1.15,0.98,-1.9,20.69,15.83,0.91,1.34,DSP Mutual Fund,Open-ended,"0.70%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY Midcap 150 TRI,Vinit Sambre,Materials,17.5,Financial,15.46,Consumer Discretionary,14.57,Very High,Equity,Mid Cap
DSP Nifty 50 Equal Weight Index Dir,Equity: Large Cap,8.65,-1.48,16.74,22.61,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.62,13.25,0.7,1.07,1.02,2.09,13.41,12.6,0.56,0.95,DSP Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY 50 Equal Weight TRI,Anil Ghelani,Financial,23.86,Materials,16.39,Consumer Discretionary,15.56,Very High,Equity,Large Cap
DSP Nifty 50 Index Dir,Equity: Large Cap,5.64,-0.57,12.9,17.96,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.3,12.12,0.49,0.89,0.96,-0.8,13.41,12.6,0.56,0.95,DSP Mutual Fund,Open-ended,"0.17%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY 50 TRI,Anil Ghelani,Financial,37.69,Technology,16.93,Energy & Utilities,11.76,Very High,Equity,Large Cap
DSP Nifty Next 50 Index Dir,Equity: Large Cap,-0.7,-10.69,15.9,20.36,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.65,17.97,0.52,0.79,1.28,0.23,13.41,12.6,0.56,0.95,DSP Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,NIFTY Next 50 TRI,Anil Ghelani,Financial,20.27,Energy & Utilities,15.76,Consumer Staples,13.86,Very High,Equity,Large Cap
DSP Quant Dir,Equity: Thematic,2.67,-4.23,10.67,15.12,BSE 500 TRI,2.84,-3.29,15.09,20.66,10.28,12.17,0.33,0.56,0.85,-2.9,14.4,13.39,0.6,0.94,DSP Mutual Fund,Open-ended,"0.55%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,BSE 200 TRI,Aparna Karnik,Financial,29.8,Technology,20.4,Consumer Staples,16.11,Very High,Equity,Thematic
DSP Small Cap Dir,Equity: Small Cap,-2.02,-2.53,20.93,28.46,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,21.03,18.71,0.79,1.24,0.95,0.86,20.97,18.9,0.77,1.19,DSP Mutual Fund,Open-ended,"0.77%
(As on 31-Aug-2025)",DSP Investment Managers Pvt. Ltd.,BSE 250 SmallCap TRI,Vinit Sambre,Materials,23.4,Consumer Discretionary,23.3,Industrials,14.54,Very High,Equity,Small Cap
Edelweiss ELSS Tax Saver Dir,Equity: ELSS,1.04,-2.27,16.8,20.87,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.05,13.32,0.73,1.06,0.97,1.89,14.4,13.39,0.6,0.94,Edelweiss Mutual Fund,Open-ended,"0.70%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY 500 TRI,Ashwani Kumar Agarwalla,Financial,36.16,Technology,13.98,Consumer Discretionary,10.78,Very High,Equity,ELSS
Edelweiss Flexi Cap Dir,Equity: Flexi Cap,0.86,-1.83,19.32,23.61,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.21,13.57,0.88,1.34,0.98,3.94,14.4,13.39,0.6,0.94,Edelweiss Mutual Fund,Open-ended,"0.42%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY 500 TRI,Trideep Bhattacharya,Financial,30.31,Technology,13.71,Consumer Discretionary,12.56,Very High,Equity,Flexi Cap
Edelweiss Large Cap Dir,Equity: Large Cap,3.01,-2.65,16.39,19.84,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.52,12.17,0.76,1.21,0.96,2.41,13.41,12.6,0.56,0.95,Edelweiss Mutual Fund,Open-ended,"0.61%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY 100 TRI,Bharat Lahoti,Financial,35.42,Technology,10.98,Healthcare,10.59,Very High,Equity,Large Cap
Edelweiss Large & Mid Cap Dir,Equity: Large & MidCap,-0.4,-1.74,18.2,23.44,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,17.32,13.75,0.8,1.11,0.99,3.51,13.75,13.11,0.57,0.8,Edelweiss Mutual Fund,Open-ended,"0.44%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY Large Midcap 250 TRI,Sumanta Khan,Financial,28.37,Industrials,13.27,Technology,12.9,Very High,Equity,Large & MidCap
Edelweiss Mid Cap Dir,Equity: Mid Cap,0.27,1.63,25.09,30.9,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,23.55,15.6,1.1,1.47,0.94,3.68,20.69,15.83,0.91,1.34,Edelweiss Mutual Fund,Open-ended,"0.38%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY Midcap 150 TRI,Trideep Bhattacharya,Financial,23.83,Industrials,14.54,Consumer Discretionary,14.34,Very High,Equity,Mid Cap
Edelweiss Recently Listed IPO Dir,Equity: Thematic,-3.58,0.7,16.44,21.52,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.34,17.37,0.58,0.75,0.96,2.27,14.4,13.39,0.6,0.94,Edelweiss Mutual Fund,Open-ended,"0.97%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,Nifty IPO TRI,Bharat Lahoti,Industrials,23.92,Consumer Discretionary,19.4,Financial,14.31,Very High,Equity,Thematic
Edelweiss Small Cap Dir,Equity: Small Cap,-1.97,-2.91,21.43,31.25,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,20.49,15.92,0.89,1.24,0.82,2.14,20.97,18.9,0.77,1.19,Edelweiss Mutual Fund,Open-ended,"0.43%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,NIFTY Smallcap 250 TRI,Dhruv Bhatia,Industrials,23.48,Financial,18.72,Materials,15.99,Very High,Equity,Small Cap
Franklin Build India Dir,Equity: Thematic-Infrastructure,1.79,-2.84,28.05,33.35,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,25.9,15.81,1.24,2.07,0.57,8.46,25.88,24.31,0.8,1.54,Franklin Templeton Mutual Fund,Open-ended,"0.95%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,BSE India Infrastructure TRI,Ajay Argal,Industrials,39.04,Energy & Utilities,26.18,Financial,11.6,Very High,Equity,Thematic-Infrastructure
Franklin India Dividend Yield Dir,Equity: Thematic-Dividend Yield,-1.86,-9.27,17.54,25.23,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.5,12.9,0.79,1.37,0.83,3.45,14.4,13.39,0.6,0.94,Franklin Templeton Mutual Fund,Open-ended,"1.24%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 500 TRI,Ajay Argal,Energy & Utilities,31.96,Technology,14.98,Consumer Staples,10.16,Very High,Equity,Thematic-Dividend Yield
Franklin India ELSS Tax Saver Dir,Equity: ELSS,-0.32,-2.67,19.0,24.16,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.11,12.81,0.92,1.4,0.94,4.23,14.4,13.39,0.6,0.94,Franklin Templeton Mutual Fund,Open-ended,"1.02%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 500 TRI,Rajasa Kakulavarapu,Financial,30.67,Technology,16.86,Industrials,10.35,Very High,Equity,ELSS
Franklin India Flexi Cap Dir,Equity: Flexi Cap,0.45,-2.12,18.82,24.5,BSE 500 TRI,2.84,-3.29,15.09,20.66,17.92,12.65,0.92,1.41,0.92,4.13,14.4,13.39,0.6,0.94,Franklin Templeton Mutual Fund,Open-ended,"0.89%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 500 TRI,Rajasa Kakulavarapu,Financial,28.9,Technology,15.97,Consumer Discretionary,10.81,Very High,Equity,Flexi Cap
Franklin India Focused Equity Dir,Equity: Flexi Cap,3.2,-1.41,17.02,24.69,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.28,12.0,0.83,1.26,0.85,3.08,14.4,13.39,0.6,0.94,Franklin Templeton Mutual Fund,Open-ended,"0.95%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 500 TRI,Ajay Argal,Financial,35.0,Technology,16.97,Industrials,9.72,Very High,Equity,Flexi Cap
Franklin India Large Cap Dir,Equity: Large Cap,4.62,0.43,14.7,19.79,BSE 100 TRI,4.46,-1.7,14.08,19.28,14.01,12.02,0.64,0.99,0.94,1.05,13.41,12.6,0.56,0.95,Franklin Templeton Mutual Fund,Open-ended,"1.08%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 100 TRI,Ajay Argal,Financial,33.06,Technology,20.86,Consumer Discretionary,10.69,Very High,Equity,Large Cap
Franklin India Large & Mid Cap Dir,Equity: Large & MidCap,5.66,1.31,16.66,22.59,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,16.07,13.25,0.74,1.11,0.96,2.45,13.75,13.11,0.57,0.8,Franklin Templeton Mutual Fund,Open-ended,"1.28%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY Large Midcap 250 TRI,R Janakiraman,Financial,24.84,Technology,22.55,Industrials,13.04,Very High,Equity,Large & MidCap
Franklin India Mid Cap Dir,Equity: Mid Cap,-1.01,-2.16,22.38,25.24,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,21.22,14.62,1.02,1.44,0.9,2.03,20.69,15.83,0.91,1.34,Franklin Templeton Mutual Fund,Open-ended,"0.95%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY Midcap 150 TRI,Akhil Kalluri,Financial,20.58,Consumer Discretionary,17.99,Materials,13.13,Very High,Equity,Mid Cap
Franklin India NSE Nifty 50 Index Dir,Equity: Large Cap,5.6,-0.48,12.82,17.81,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.22,12.03,0.49,0.87,0.95,-0.83,13.41,12.6,0.56,0.95,Franklin Templeton Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 50 TRI,Shyam Sundar Sriram,Financial,37.68,Technology,16.9,Energy & Utilities,11.76,Very High,Equity,Large Cap
Franklin India Opportunities Dir,Equity: Thematic,2.72,1.14,29.9,30.09,BSE 500 TRI,2.84,-3.29,15.09,20.66,27.29,15.5,1.35,1.88,1.0,12.86,14.4,13.39,0.6,0.94,Franklin Templeton Mutual Fund,Open-ended,"0.52%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY 500 TRI,Kiran Sebastian,Technology,19.98,Financial,19.78,Healthcare,14.12,Very High,Equity,Thematic
Franklin India Small Cap Dir,Equity: Small Cap,-5.85,-9.45,23.06,30.51,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,22.33,16.59,0.96,1.27,0.83,3.79,20.97,18.9,0.77,1.19,Franklin Templeton Mutual Fund,Open-ended,"0.90%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY Smallcap 250 TRI,Akhil Kalluri,Consumer Discretionary,20.72,Financial,17.1,Industrials,13.6,Very High,Equity,Small Cap
Franklin India Technology Dir,Equity: Sectoral-Technology,-5.88,-5.89,23.21,21.4,BSE IT TRI,-19.93,-19.68,8.43,15.64,21.7,16.79,0.92,1.65,0.77,12.73,9.76,19.48,0.18,0.33,Franklin Templeton Mutual Fund,Open-ended,"1.05%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,BSE Teck TRI,R Janakiraman,Technology,77.55,Financial,4.97,Consumer Discretionary,2.92,Very High,Equity,Sectoral-Technology
Groww ELSS Tax Saver Dir,Equity: ELSS,-0.61,-3.12,15.9,18.67,BSE 500 TRI,2.84,-3.29,15.09,20.66,15.17,13.87,0.64,0.89,0.98,0.92,14.4,13.39,0.6,0.94,Groww Mutual Fund,Open-ended,"0.85%
(As on 31-Aug-2025)",Groww Asset Management Limited,NIFTY 500 TRI,Paras Matalia,Financial,31.92,Technology,11.94,Consumer Discretionary,11.89,Very High,Equity,ELSS
Groww Large Cap Dir,Equity: Large Cap,4.55,-1.25,15.03,17.61,BSE 100 TRI,4.46,-1.7,14.08,19.28,14.27,12.75,0.62,1.06,0.99,0.96,13.41,12.6,0.56,0.95,Groww Mutual Fund,Open-ended,"1.26%
(As on 31-Aug-2025)",Groww Asset Management Limited,NIFTY 100 TRI,Anupam Tiwari,Financial,37.99,Technology,12.81,Industrials,10.62,Very High,Equity,Large Cap
Groww Value Dir,Equity: Value Oriented,6.05,1.1,17.65,20.64,BSE 500 TRI,2.84,-3.29,15.09,20.66,16.6,13.19,0.78,1.48,0.95,2.6,14.4,13.39,0.6,0.94,Groww Mutual Fund,Open-ended,"0.90%
(As on 31-Aug-2025)",Groww Asset Management Limited,NIFTY 500 TRI,Anupam Tiwari,Financial,39.0,Industrials,13.68,Consumer Discretionary,9.44,Very High,Equity,Value Oriented
HDFC BSE Sensex ETF,Equity: Large Cap,4.33,-0.67,12.18,17.36,BSE 100 TRI,4.46,-1.7,14.08,19.28,11.68,11.73,0.46,0.8,0.92,-1.15,13.41,12.6,0.56,0.95,HDFC Mutual Fund,Open-ended,"0.05%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,BSE Sensex TRI,Abhishek Mor,Financial,39.99,Technology,18.93,Energy & Utilities,12.89,Very High,Equity,Large Cap
HDFC BSE Sensex Index Dir,Equity: Large Cap,4.2,-0.86,11.96,17.13,BSE 100 TRI,4.46,-1.7,14.08,19.28,11.48,11.73,0.44,0.77,0.92,-1.36,13.41,12.6,0.56,0.95,HDFC Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,BSE Sensex TRI,Arun Agarwal,Financial,40.0,Technology,18.94,Energy & Utilities,12.89,Very High,Equity,Large Cap
HDFC ELSS Tax Saver Dir,Equity: ELSS,7.19,3.09,22.06,25.56,BSE 500 TRI,2.84,-3.29,15.09,20.66,20.47,11.49,1.23,2.13,0.84,7.4,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"1.09%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 500 TRI,Roshi Jain,Financial,42.45,Consumer Discretionary,17.15,Technology,9.98,Very High,Equity,ELSS
HDFC Flexi Cap Dir,Equity: Flexi Cap,7.75,5.61,22.85,28.73,BSE 500 TRI,2.84,-3.29,15.09,20.66,20.99,11.23,1.31,2.45,0.81,8.13,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"0.70%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 500 TRI,Roshi Jain,Financial,40.08,Consumer Discretionary,16.91,Healthcare,9.05,Very High,Equity,Flexi Cap
HDFC Focused Dir,Equity: Flexi Cap,8.39,6.94,23.52,29.41,BSE 500 TRI,2.84,-3.29,15.09,20.66,21.58,10.0,1.53,2.51,0.72,9.43,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"0.57%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 500 TRI,Roshi Jain,Financial,39.52,Consumer Discretionary,22.9,Healthcare,8.01,Very High,Equity,Flexi Cap
HDFC Housing Opportunities Dir,Equity: Thematic,-0.17,-7.59,19.88,24.2,BSE 500 TRI,2.84,-3.29,15.09,20.66,19.28,15.68,0.83,1.31,1.08,4.23,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"1.25%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,Nifty Housing TRI,Srinivasan Ramamurthy,Financial,31.2,Materials,24.9,Industrials,16.27,Very High,Equity,Thematic
HDFC Infrastructure Dir,Equity: Thematic-Infrastructure,1.9,-4.26,28.12,33.53,BSE India Infrastructure TRI,-3.38,-19.16,27.14,34.31,26.11,16.23,1.22,1.95,0.58,8.44,25.88,24.31,0.8,1.54,HDFC Mutual Fund,Open-ended,"1.09%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,BSE India Infrastructure TRI,Srinivasan Ramamurthy,Industrials,40.28,Financial,20.58,Materials,12.53,Very High,Equity,Thematic-Infrastructure
HDFC Large and Mid Cap Dir,Equity: Large & MidCap,2.44,-3.07,20.4,26.17,BSE Large Mid Cap TRI,3.63,-2.87,14.42,20.55,19.35,14.05,0.93,1.42,1.04,5.17,13.75,13.11,0.57,0.8,HDFC Mutual Fund,Open-ended,"0.85%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Large Midcap 250 TRI,Gopal Agrawal,Financial,30.82,Technology,12.8,Healthcare,12.65,Very High,Equity,Large & MidCap
HDFC Large Cap Dir,Equity: Large Cap,3.68,-2.84,16.44,21.58,BSE 100 TRI,4.46,-1.7,14.08,19.28,15.43,12.25,0.74,1.26,0.95,2.36,13.41,12.6,0.56,0.95,HDFC Mutual Fund,Open-ended,"0.99%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 100 TRI,Rahul Baijal,Financial,32.74,Technology,13.16,Consumer Discretionary,12.27,Very High,Equity,Large Cap
HDFC Mid Cap Dir,Equity: Mid Cap,1.22,0.66,25.43,29.56,BSE 150 MidCap TRI,-0.17,-4.94,21.8,27.39,23.79,13.85,1.26,1.83,0.85,5.21,20.69,15.83,0.91,1.34,HDFC Mutual Fund,Open-ended,"0.71%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Midcap 150 TRI,Chirag Setalvad,Financial,24.13,Consumer Discretionary,14.6,Technology,13.06,Very High,Equity,Mid Cap
HDFC NIFTY 50 ETF,Equity: Large Cap,5.75,-0.42,13.1,18.22,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.48,12.12,0.51,0.91,0.96,-0.62,13.41,12.6,0.56,0.95,HDFC Mutual Fund,Open-ended,"0.05%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 50 TRI,Abhishek Mor,Financial,37.75,Technology,16.94,Energy & Utilities,11.78,Very High,Equity,Large Cap
HDFC NIFTY 50 Index Dir,Equity: Large Cap,5.61,-0.61,12.88,17.98,BSE 100 TRI,4.46,-1.7,14.08,19.28,12.28,12.11,0.49,0.88,0.96,-0.81,13.41,12.6,0.56,0.95,HDFC Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 50 TRI,Arun Agarwal,Financial,37.76,Technology,16.97,Energy & Utilities,11.78,Very High,Equity,Large Cap
HDFC Retirement Savings Equity Dir,Equity: Flexi Cap,2.22,-2.2,19.28,25.55,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.15,11.09,1.07,1.62,0.81,5.29,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"0.74%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 500 TRI,Srinivasan Ramamurthy,Financial,31.13,Industrials,12.4,Technology,10.59,Very High,Equity,Flexi Cap
HDFC Small Cap Dir,Equity: Small Cap,2.21,-0.73,24.0,31.49,BSE 250 SmallCap TRI,-3.99,-8.74,21.32,28.44,22.58,15.3,1.06,1.53,0.78,4.78,20.97,18.9,0.77,1.19,HDFC Mutual Fund,Open-ended,"0.69%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,BSE 250 SmallCap TRI,Chirag Setalvad,Industrials,26.31,Consumer Discretionary,16.85,Healthcare,12.62,Very High,Equity,Small Cap
HDFC Value Dir,Equity: Value Oriented,3.03,-2.28,19.51,23.4,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.57,13.24,0.92,1.74,0.97,4.42,14.4,13.39,0.6,0.94,HDFC Mutual Fund,Open-ended,"1.01%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY 500 TRI,Anand Laddha,Financial,36.49,Technology,14.49,Industrials,8.75,Very High,Equity,Value Oriented
HSBC Business Cycles Dir,Equity: Thematic,-0.82,-1.54,21.14,25.92,BSE 500 TRI,2.84,-3.29,15.09,20.66,20.24,16.8,0.83,1.18,1.11,4.97,14.4,13.39,0.6,0.94,HSBC Mutual Fund,Open-ended,"1.07%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY 500 TRI,Gautam Bhupal,Financial,28.61,Industrials,25.85,Consumer Discretionary,14.17,Very High,Equity,Thematic
HSBC ELSS Tax Saver Dir,Equity: ELSS,-0.99,-1.05,19.92,21.48,BSE 500 TRI,2.84,-3.29,15.09,20.66,18.53,14.16,0.86,1.11,0.97,4.34,14.4,13.39,0.6,0.94,HSBC Mutual Fund,Open-ended,"1.16%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY 500 TRI,Abhishek Gupta,Financial,24.73,Industrials,18.85,Consumer Discretionary,15.66,Very High,Equity,ELSS
